user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_1882,success,,"artist_k, artist_g, artist_s",bright,slow,medium,low,0.79,0.4,high,medium,high
user_1883,success,,"artist_a, artist_q, artist_c",,slow,low,medium,0.43,0.9,low,low,medium
user_1884,success,,artist_y,"soft, calm, energetic",slow,low,low,0.92,0.66,low,high,medium
user_1885,success,dance,"artist_a, artist_j","soft, bright, night",fast,high,high,0.86,0.85,medium,medium,high
user_1886,success,,"artist_o, artist_k, artist_y",,slow,medium,medium,0.97,0.38,low,low,high
user_1887,success,"rnb, indie, acoustic, ballad","artist_l, artist_a",,fast,low,medium,0.29,0.87,medium,medium,low
user_1888,success,"indie, ballad, dance","artist_w, artist_d, artist_x","night, soft, calm",fast,medium,medium,0.74,0.02,high,high,low
user_1889,success,,"artist_e, artist_s","energetic, bright, night",fast,low,low,0.04,0.58,medium,low,high
user_1890,success,"dance, indie",,"energetic, calm",fast,medium,low,0.03,0.06,medium,high,high
user_1891,success,"pop, dance","artist_w, artist_r, artist_l","bright, energetic, soft",fast,low,high,0.29,0.26,medium,low,high
user_1892,success,"ballad, dance","artist_s, artist_k, artist_f",bright,medium,high,low,0.7,0.17,medium,high,high
user_1893,success,"ballad, pop, acoustic, dance",artist_s,"bright, soft",medium,high,medium,0.97,0.47,low,low,high
user_1894,success,"pop, acoustic, ballad","artist_w, artist_d",,slow,high,low,0.67,0.94,low,high,low
user_1895,success,"ballad, pop",,"bright, energetic",medium,low,low,0.57,0.58,high,medium,medium
user_1896,success,"ballad, acoustic, pop, dance",artist_z,bright,medium,low,medium,0.79,0.84,low,high,medium
user_1897,success,dance,,"bright, night, soft",fast,medium,medium,0.44,0.11,medium,medium,medium
user_1898,success,dance,"artist_n, artist_o, artist_q","bright, calm",slow,high,medium,0.68,0.37,medium,high,high
user_1899,success,,"artist_d, artist_j","soft, calm, energetic",slow,medium,high,0.26,0.92,high,low,low
user_1900,success,,"artist_q, artist_d, artist_x","bright, soft",fast,low,high,0.42,0.17,medium,high,medium
user_1901,success,"rnb, ballad, acoustic","artist_p, artist_f",bright,slow,high,high,0.75,0.09,medium,high,high
user_1902,success,"pop, dance",,"calm, night, energetic",slow,medium,medium,0.2,0.89,medium,medium,medium
user_1903,success,rnb,artist_o,,medium,low,medium,0.41,0.15,low,low,medium
user_1904,success,"rnb, ballad, indie, pop",,soft,slow,low,high,1,0.83,high,low,high
user_1905,success,"acoustic, rnb, ballad, dance","artist_x, artist_i, artist_q",,slow,high,high,0.88,0.99,low,high,high
user_1906,success,acoustic,"artist_y, artist_j, artist_e","night, soft",slow,high,high,0.29,0.38,medium,low,high
user_1907,success,"rnb, pop, indie","artist_x, artist_h",,fast,high,low,0.31,0.39,medium,high,low
user_1908,success,ballad,"artist_v, artist_i","night, bright",medium,medium,medium,0.66,0.36,high,low,high
user_1909,success,,artist_u,energetic,fast,low,low,0.17,0.61,medium,low,high
user_1910,success,"acoustic, ballad",,calm,slow,high,high,0.88,0.43,medium,medium,medium
user_1911,success,indie,"artist_q, artist_v","night, energetic",slow,medium,medium,0.22,0.84,low,medium,medium
user_1912,success,,artist_k,energetic,medium,high,medium,0.02,0.47,low,high,high
user_1913,success,"acoustic, rnb, indie, pop","artist_g, artist_w","calm, energetic, night",fast,high,low,0.88,0.75,low,low,high
user_1914,success,"acoustic, pop, ballad, rnb","artist_v, artist_d, artist_j","bright, energetic",slow,high,low,0.92,0.87,medium,low,low
user_1915,success,"ballad, acoustic, indie","artist_x, artist_d, artist_v","bright, energetic",medium,medium,medium,0.74,0.49,high,high,low
user_1916,success,"dance, pop, rnb, acoustic",artist_c,energetic,fast,medium,high,0.62,0.39,high,medium,low
user_1917,success,,artist_f,"bright, energetic",slow,medium,low,0.32,0.79,low,medium,low
user_1918,success,"rnb, pop",artist_v,"soft, energetic",fast,high,high,0.34,0.88,low,low,medium
user_1919,success,,artist_s,"soft, calm",medium,high,low,0.44,0.23,high,medium,high
user_1920,success,"ballad, pop",artist_b,"calm, energetic, bright",medium,medium,medium,0.61,0.61,high,high,medium
user_1921,success,"pop, indie",artist_u,energetic,medium,medium,low,0.03,0.45,low,high,high
user_1922,success,"pop, rnb",,"night, bright, energetic",slow,low,high,0.64,0.99,high,low,medium
user_1923,success,"indie, rnb, ballad, pop",,,fast,low,low,0.25,0.38,high,low,low
user_1924,success,acoustic,artist_l,,slow,high,low,0.87,0.95,medium,low,low
user_1925,success,"dance, indie","artist_e, artist_q",bright,medium,low,medium,0.16,0.96,low,medium,medium
user_1926,success,ballad,"artist_y, artist_m",,slow,low,low,0.15,0.41,high,high,low
user_1927,success,rnb,"artist_p, artist_a, artist_v","energetic, night",fast,high,medium,0.26,0.4,low,low,high
user_1928,success,"indie, acoustic, pop",,"calm, night, bright",fast,medium,medium,0.45,0.68,low,high,low
user_1929,success,"rnb, acoustic, dance, indie",,"bright, soft, energetic",medium,medium,low,0.2,0.29,high,medium,low
user_1930,success,"acoustic, rnb, pop","artist_a, artist_l","night, energetic, soft",slow,low,high,0.56,0.38,medium,high,high
user_1931,success,acoustic,,"soft, energetic",fast,medium,high,0.54,0.2,low,low,low
user_1932,success,dance,artist_h,"energetic, calm",fast,high,medium,0.58,0.47,low,medium,high
user_1933,success,dance,,,fast,high,low,0,0.8,low,low,high
user_1934,success,"rnb, pop",artist_n,"energetic, night, calm",medium,high,low,0.16,0.21,low,high,medium
user_1935,success,"ballad, pop",,soft,medium,medium,medium,0.05,0.37,low,low,low
user_1936,success,"acoustic, indie",artist_l,"calm, soft",medium,medium,low,0.5,0.85,medium,medium,low
user_1937,success,,,bright,medium,high,low,0.84,0.56,high,high,high
user_1938,success,"indie, rnb, dance, ballad",,"bright, energetic, calm",fast,low,low,0.3,0.24,low,medium,high
user_1939,success,pop,artist_i,"calm, soft",slow,medium,low,0.13,0.4,low,medium,high
user_1940,success,"ballad, indie, rnb","artist_m, artist_i, artist_y","night, soft",fast,high,medium,0.45,0.82,medium,low,medium
user_1941,success,,artist_f,soft,medium,high,high,0.77,0.75,low,high,medium
user_1942,success,rnb,"artist_f, artist_a",,slow,low,high,0.36,0.09,low,low,medium
user_1943,success,,artist_g,energetic,fast,low,medium,0.41,0.73,low,medium,medium
user_1944,success,ballad,artist_m,"bright, energetic",fast,medium,medium,0.98,0.85,low,high,low
user_1945,success,"rnb, acoustic, dance, indie","artist_v, artist_g, artist_w",soft,slow,low,low,0.49,0.95,high,medium,medium
user_1946,success,ballad,"artist_t, artist_j, artist_c","energetic, night",medium,high,low,0.31,0.24,medium,low,high
user_1947,success,,,"bright, calm, energetic",fast,low,medium,0.87,0.71,low,high,low
user_1948,success,,"artist_k, artist_v",calm,slow,low,high,0.02,0.35,low,medium,medium
user_1949,success,rnb,artist_m,"bright, calm",slow,medium,high,0.06,0.37,high,medium,medium
user_1950,success,"ballad, indie",,"energetic, bright, soft",medium,low,medium,0.74,0.79,low,low,high
user_1951,success,"ballad, pop, acoustic, rnb",,energetic,medium,low,medium,0.7,0.8,medium,low,high
user_1952,success,acoustic,artist_h,night,medium,medium,high,0.96,0.6,low,low,medium
user_1953,success,ballad,,"energetic, bright, soft",fast,low,medium,0.03,0.86,high,high,medium
user_1954,success,,"artist_t, artist_n",,slow,low,medium,0.86,0.65,high,high,high
user_1955,success,indie,"artist_p, artist_c",,fast,medium,medium,0.72,0.16,high,medium,low
user_1956,success,"pop, acoustic","artist_r, artist_e","bright, calm, energetic",medium,high,high,0.76,0.05,low,low,low
user_1957,success,,,"soft, night, bright",fast,low,low,0.11,0.82,high,medium,high
user_1958,success,,,,fast,medium,medium,0.09,0.87,high,medium,high
user_1959,success,"dance, rnb, indie",artist_v,,fast,high,high,0.93,0.11,low,medium,medium
user_1960,success,ballad,"artist_t, artist_d",calm,fast,medium,medium,0.15,0.94,high,high,high
user_1961,success,"acoustic, dance, ballad, indie","artist_q, artist_f, artist_x",calm,medium,low,high,0.97,0.03,low,high,medium
user_1962,success,"dance, pop",,"energetic, night",medium,low,high,0.74,0.25,high,medium,medium
user_1963,success,"ballad, indie","artist_m, artist_f",soft,slow,low,high,0.48,0.21,low,high,medium
user_1964,success,"pop, indie",,"bright, night, calm",slow,high,low,0.65,0.05,high,medium,medium
user_1965,success,"dance, ballad, indie","artist_n, artist_t, artist_x",,fast,low,low,0.56,0.43,low,low,high
user_1966,success,,"artist_p, artist_k",soft,fast,medium,high,0.41,0.16,high,low,low
user_1967,success,,"artist_r, artist_c, artist_n",calm,medium,low,medium,0.62,0.51,low,low,medium
user_1968,success,"pop, indie, ballad","artist_j, artist_d",,fast,high,high,0.64,0.47,high,medium,high
user_1969,success,,"artist_e, artist_z, artist_v","energetic, night, calm",fast,low,medium,0.19,0.49,medium,low,low
user_1970,success,"rnb, indie",,,fast,medium,medium,0.31,0.92,medium,medium,low
user_1971,success,"rnb, acoustic",,,fast,high,high,0.28,0.97,medium,medium,high
user_1972,success,rnb,"artist_o, artist_s",calm,slow,high,high,0.67,0.72,high,low,medium
user_1973,success,"rnb, dance, acoustic",artist_m,"calm, bright",fast,high,medium,0.72,0.79,low,high,medium
user_1974,success,"dance, acoustic, rnb, ballad","artist_r, artist_x, artist_m","energetic, bright, calm",slow,medium,high,0.65,0.67,medium,low,low
user_1975,success,,"artist_d, artist_k, artist_z",,slow,high,low,0.42,0.94,low,high,medium
user_1976,success,"rnb, dance",,,medium,low,low,0.58,0.68,high,low,medium
user_1977,success,"ballad, acoustic, dance, pop",artist_v,"soft, night, calm",slow,medium,low,0.73,0.08,low,low,low
user_1978,success,"indie, dance","artist_n, artist_t, artist_u","soft, energetic, bright",slow,high,high,0.19,0.29,high,medium,low
user_1979,success,"pop, indie, dance, rnb",artist_x,soft,medium,medium,medium,0.75,0,medium,low,high
user_1980,success,,artist_l,"calm, soft, bright",medium,high,medium,0.93,0.68,medium,high,medium
user_1981,success,"indie, dance",artist_t,"night, soft",medium,high,high,0.5,0.84,low,high,medium
user_1982,success,"rnb, indie, ballad, acoustic",artist_u,"night, bright, calm",medium,medium,high,0.12,0.22,medium,low,high
user_1983,success,pop,"artist_b, artist_y",,fast,medium,high,0.24,0.89,low,medium,high
user_1984,success,"indie, dance, acoustic, pop",artist_j,energetic,slow,low,low,0.69,0.36,high,low,low
user_1985,success,"ballad, acoustic",,,slow,high,medium,0.13,0.51,high,medium,low
user_1986,success,"acoustic, dance, rnb, indie","artist_c, artist_h, artist_d",soft,slow,medium,medium,0.06,0.1,medium,low,high
user_1987,success,"rnb, dance",artist_j,"bright, energetic",medium,high,medium,0.96,0.61,low,low,medium
user_1988,success,"indie, dance, ballad, acoustic",,,medium,low,medium,0.94,0.89,low,medium,high
user_1989,success,"dance, rnb",artist_s,"energetic, bright",slow,medium,medium,0.05,0.61,high,high,high
user_1990,success,"rnb, acoustic, dance, pop","artist_m, artist_y, artist_g","soft, bright, calm",medium,medium,medium,0.26,0.03,low,low,low
user_1991,success,dance,"artist_u, artist_v, artist_a","soft, bright, calm",fast,high,medium,0.77,0.6,medium,low,medium
user_1992,success,"rnb, pop, ballad",artist_c,"soft, bright, night",medium,low,low,0.03,0.11,low,low,low
user_1993,success,"dance, acoustic, ballad",artist_q,,slow,high,medium,0.76,0.01,low,low,high
user_1994,success,ballad,"artist_a, artist_c",calm,medium,high,medium,0.13,0.92,high,low,medium
user_1995,success,"ballad, indie",artist_q,energetic,medium,medium,medium,0.15,0.99,medium,medium,high
user_1996,success,,,"soft, bright, calm",fast,high,high,0.6,0.57,medium,high,low
user_1997,success,,"artist_r, artist_p",soft,slow,high,low,0.49,1,low,low,high
user_1998,success,,"artist_q, artist_y, artist_b",,medium,medium,low,0.36,0.31,low,low,medium
user_1999,success,,"artist_n, artist_u","bright, calm",slow,medium,low,0.33,0.16,low,medium,low
user_2000,success,"ballad, indie, pop, acoustic",artist_t,night,slow,low,low,0.44,0.41,high,medium,low
user_2001,success,dance,,"bright, night",fast,high,high,0.03,0.56,high,high,low
user_2002,success,,"artist_k, artist_s",calm,medium,medium,medium,0.09,0.42,high,high,high
user_2003,success,"rnb, ballad, indie",artist_a,"bright, calm",fast,high,medium,0.65,0.86,low,medium,medium
user_2004,success,"indie, dance","artist_x, artist_h, artist_v","soft, night",medium,low,medium,0.25,0.65,medium,low,medium
user_2005,success,,artist_v,,medium,low,medium,0.94,0.27,low,medium,high
user_2006,success,"indie, acoustic, pop",artist_b,soft,slow,low,high,0.88,0.33,medium,low,medium
user_2007,success,indie,"artist_f, artist_v",,fast,medium,low,0.99,0.83,low,medium,high
user_2008,success,"ballad, acoustic, dance",,"night, calm, soft",slow,medium,medium,0.23,0.77,medium,low,low
user_2009,success,,,,medium,medium,low,0.8,0.67,high,high,low
user_2010,success,"acoustic, ballad",artist_v,"energetic, calm, night",medium,medium,medium,0.82,0.52,low,medium,medium
user_2011,success,,artist_l,soft,fast,high,medium,0.27,0.18,high,medium,low
user_2012,success,ballad,"artist_w, artist_t, artist_m","soft, calm",slow,medium,high,0.71,0.22,medium,medium,medium
user_2013,success,acoustic,"artist_e, artist_p, artist_b",energetic,medium,high,high,0.93,0.04,high,high,medium
user_2014,success,"indie, dance","artist_k, artist_r",energetic,medium,low,medium,0.5,0.16,high,low,low
user_2015,success,rnb,,"night, energetic, soft",medium,medium,high,0.9,0.69,high,low,medium
user_2016,success,pop,"artist_x, artist_m",,fast,medium,high,0.29,0.41,high,high,high
user_2017,success,"acoustic, ballad, indie","artist_x, artist_q",,fast,low,high,0.69,0.02,medium,low,low
user_2018,success,"dance, pop","artist_z, artist_g",bright,fast,medium,low,0.02,0.18,low,high,high
user_2019,success,,artist_j,"energetic, bright",medium,medium,medium,0.56,0.85,medium,low,high
user_2020,success,"rnb, dance",artist_o,"night, energetic",slow,medium,low,0.65,0.23,high,high,low
user_2021,success,indie,"artist_g, artist_k, artist_r",,slow,medium,high,0.87,0.09,low,high,medium
user_2022,success,"indie, dance",,,fast,medium,low,0.69,0.69,low,medium,medium
user_2023,success,rnb,"artist_y, artist_c","energetic, soft",fast,high,medium,0.23,0.4,medium,medium,high
user_2024,success,"pop, dance, rnb","artist_j, artist_k","calm, soft, energetic",fast,low,medium,0.7,0.23,medium,high,low
user_2025,success,"acoustic, ballad, rnb, dance","artist_m, artist_g, artist_c",,fast,low,medium,0.83,0.35,low,low,high
user_2026,success,pop,artist_i,"soft, night, bright",medium,low,medium,0.06,0.67,medium,low,medium
user_2027,success,indie,"artist_r, artist_i","soft, bright",slow,low,high,0.31,0.67,high,low,medium
user_2028,success,,,,slow,medium,low,0.31,0.73,high,high,medium
user_2029,success,ballad,"artist_c, artist_h",energetic,slow,high,low,0.66,0.11,high,medium,low
user_2030,success,"dance, ballad, acoustic","artist_p, artist_g",,fast,medium,high,0.74,0.13,medium,medium,medium
user_2031,success,,artist_g,"energetic, soft, calm",medium,high,high,0.56,0,low,high,low
user_2032,success,"ballad, pop, acoustic, dance",,"soft, calm",medium,high,high,0.65,0.28,medium,low,low
user_2033,success,,"artist_m, artist_u",calm,fast,high,high,0.64,0.88,medium,medium,low
user_2034,success,"acoustic, dance","artist_k, artist_j","energetic, night",medium,medium,high,0.77,0.34,low,high,medium
user_2035,success,,artist_k,"energetic, night",medium,high,high,0.96,0.16,low,low,medium
user_2036,success,,"artist_r, artist_x","soft, energetic, bright",fast,high,medium,0.68,0.02,high,low,low
user_2037,success,dance,"artist_k, artist_c, artist_g",,fast,medium,low,0.23,0.41,high,medium,medium
user_2038,success,"pop, ballad, dance, rnb","artist_f, artist_q",night,fast,medium,medium,0.43,0.27,medium,high,high
user_2039,success,"dance, rnb, acoustic","artist_h, artist_e, artist_a",bright,slow,high,high,0.27,0.26,medium,high,medium
user_2040,success,,,"night, energetic, calm",medium,high,medium,0.62,0.04,medium,low,medium
user_2041,success,"rnb, indie, acoustic, pop","artist_f, artist_b, artist_z","calm, bright",slow,medium,high,0.54,0.83,low,medium,high
user_2042,success,,artist_g,,fast,low,high,0.53,0.6,high,high,low
user_2043,success,dance,,,medium,low,high,0.23,0.05,high,low,low
user_2044,success,dance,,"bright, soft",medium,high,medium,0.87,0.12,low,medium,medium
user_2045,success,"dance, ballad, rnb","artist_h, artist_i, artist_u","calm, energetic, soft",fast,low,high,0.23,0.08,high,high,low
user_2046,success,,artist_l,,fast,low,low,0.5,0.2,high,low,low
user_2047,success,"indie, pop","artist_w, artist_y, artist_f","soft, night",slow,medium,medium,0.04,0.15,medium,high,low
user_2048,success,indie,,,fast,low,medium,0.59,0.64,high,low,medium
user_2049,success,"ballad, rnb",,calm,fast,low,high,0.28,0.97,high,low,low
user_2050,success,,"artist_v, artist_t",,fast,low,low,0.24,0.86,low,medium,low
user_2051,success,,,"calm, bright, energetic",fast,high,high,0.53,0.1,high,medium,low
user_2052,success,"dance, pop","artist_a, artist_j, artist_i","energetic, soft",fast,high,high,0.6,0.44,high,low,low
user_2053,success,"indie, ballad, rnb",artist_k,"energetic, night",medium,low,high,0.07,0.55,high,high,low
